title,release_date,developer,genres,multiplayer_or_singleplayer,price,overall_review,reviews,percent_positive,win_support,mac_support,lin_support
Portal Knights,18/05/2017,Keen Games,Action;Adventure;RPG,Single-player;Multi-player;Co-op;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Cloud,565,Positive,12686,64%,1,0,0
Sonic Mania,29/08/2017,Christian Whitehead;Headcannon;PagodaWest Games,Action;Adventure;Casual,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,"1,039",Positive,8018,97%,1,0,0
Saints Row IV,22/08/2013,Deep Silver Volition,Action;Adventure,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,479,Positive,3937,79%,1,0,1
Booty Calls,18/09/2018,3X Entertainment Limited,Casual;Free to Play;Indie;RPG;Simulation;Strategy,Single-player;In-App Purchases,Free to play,Mixed,757,91%,1,1,0
Neverwinter Nights: Enhanced Edition,27/03/2018,Beamdog,RPG,Single-player;Online Multi-Player;Online Co-op;Steam Trading Cards;Steam Workshop;Includes level editor,529,Positive,860,90%,1,1,1
Overcooked,03/08/2016,Ghost Town Games Ltd.,Action;Casual;Indie;Simulation,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,799,Positive,11592,86%,1,0,0
Dawn of Man,01/03/2019,Madruga Works,Indie;Simulation;Strategy,Single-player;Steam Achievements;Steam Workshop,569,Positive,1452,84%,1,1,0
Five Nights at Freddy's,19/08/2014,Scott Cawthon,Indie;Simulation,Single-player,199,Positive,16090,96%,1,0,0
"Star Wars: Battlefront 2 (Classic, 2005)",08/07/2009,Pandemic Studios,Action,Single-player;Multi-player;Online Multi-Player;Partial Controller Support;Steam Cloud,349,Positive,515,52%,1,0,0
Tank Force,23/10/2017,Extreme Developers,Action;Free to Play;Simulation,Multi-player;Online Multi-Player;MMO;Cross-Platform Multiplayer;Steam Trading Cards,Free to play,Mixed,1933,63%,1,1,1
L.A. Noire,08/11/2011,Team Bondi;Rockstar Leeds,Adventure;Strategy,Single-player;Steam Achievements;Partial Controller Support,"1,099",Positive,3444,85%,1,0,0
Hotline Miami,23/10/2012,Dennaton Games,Action;Indie,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,480,Positive,4928,89%,1,1,1
Dead Rising 3 Apocalypse Edition,05/09/2014,Capcom Game Studio Vancouver,Action,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards,999,Positive,2845,84%,1,0,0
GOD EATER 3,07/02/2019,BANDAI NAMCO Studios Inc.,Action,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,"1,299",Positive,3228,92%,1,0,0
ATLAS,22/12/2018,Grapeshot Games;Instinct Games,Action;Adventure;Massively Multiplayer;RPG;Early Access,Online Multi-Player;MMO;Co-op;Online Co-op;Steam Workshop;Partial Controller Support;Includes level editor,699,Mixed,748,94%,1,0,0
Kynseed,08/11/2018,PixelCount Studios,Indie;RPG;Simulation;Early Access,Single-player;Full controller support,"1,100",Positive,14360,98%,1,0,0
SimCity� 4 Deluxe Edition,20/07/2010,EA - Maxis;Aspyr (Mac),Simulation;Strategy,Single-player,999,Positive,3830,96%,1,1,0
Bully: Scholarship Edition,21/10/2008,Rockstar New England,Action;Adventure,Single-player;Partial Controller Support,783,Positive,7321,97%,1,0,0
Elsword,02/07/2014,KOG,Action;Adventure;Casual;Free to Play;Massively Multiplayer;RPG,Single-player;Multi-player;MMO;Co-op,Free to play,Positive,1446,75%,1,0,0
Super Animal Royale,12/12/2018,Pixile,Action;Adventure;Casual;Indie;Massively Multiplayer;Early Access,Multi-player;Online Multi-Player;Co-op;Online Co-op;Full controller support,Free to play,Positive,54912,90%,1,1,0
S.T.A.L.K.E.R.: Call of Pripyat,11/02/2010,GSC Game World,Action;RPG,Single-player;Multi-player,565,Positive,3248,56%,1,0,0
Clue/Cluedo: The Classic Mystery Game,17/05/2018,Marmalade Game Studio Ltd,Casual;Strategy,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases,399,Positive,523,59%,1,0,0
SUPERHOT,25/02/2016,SUPERHOT Team,Action;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,619,Positive,8042,83%,1,1,1
The Witness,26/01/2016,"Thekla, Inc.",Adventure;Indie,Single-player;Steam Achievements;Captions available;Partial Controller Support;Steam Cloud,849,Positive,41560,94%,1,1,0
Talisman: Digital Edition,25/02/2014,Nomad Games,Indie;RPG;Strategy,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,259,Positive,7620,90%,1,1,0
Wolfenstein: The New Order,19/05/2014,Machine Games,Action,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,"1,179",Positive,11414,71%,1,0,0
Darkwood,17/08/2017,Acid Wizard Studio,Nudity;Violent;Gore;Action;Adventure;Indie;RPG,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,299,Positive,1936,96%,1,1,1
AdventureQuest 3D,19/10/2016,"Artix Entertainment, LLC",Action;Adventure;Free to Play;Indie;Massively Multiplayer;RPG;Early Access,Online Multi-Player;MMO;Co-op;Online Co-op;Cross-Platform Multiplayer;In-App Purchases,Free to play,Positive,18061,93%,1,1,0
PULSAR: Lost Colony,15/09/2015,Leafy Games,Action;Adventure;Indie;Simulation;Early Access,Single-player;Co-op;Online Co-op;Cross-Platform Multiplayer;Partial Controller Support,569,Positive,13912,86%,1,1,1
West of Loathing,10/08/2017,Asymmetric,Adventure;Indie;RPG,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,411,Positive,13591,92%,1,1,1
Command & Conquer 3: Tiberium Wars,13/11/2009,EA Los Angeles,Strategy,Single-player,899,Positive,2911,90%,1,0,0
Halo Wars: Definitive Edition,20/04/2017,Ensemble Studios;Behaviour Interactive;343 Industries,Strategy,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards,574,Positive,21162,90%,1,0,0
Trine 2: Complete Story,06/06/2013,Frozenbyte,Action;Adventure;Indie,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,565,Positive,2615,68%,1,1,1
Dead Space� 2,27/01/2011,Visceral Games,Action,Single-player;Multi-player;Partial Controller Support,999,Positive,2645,79%,1,0,0
FINAL FANTASY XII THE ZODIAC AGE,01/02/2018,Square Enix,Violent;RPG,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"2,899",Positive,13431,76%,1,0,0
Star Trek Timelines,12/07/2017,Disruptor Beam Inc.,Adventure;Free to Play;RPG;Strategy,Online Multi-Player;Steam Achievements;Steam Trading Cards;In-App Purchases;Steam Cloud,Free to play,Mixed,1668,73%,1,0,0
Descenders,09/02/2018,RageSquid,Action;Racing;Sports;Early Access,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,569,Positive,2576,85%,1,1,1
Car Mechanic Simulator 2018,28/07/2017,Red Dot Games,Racing;Simulation,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Stats;Includes level editor,565,Positive,4347,83%,1,1,0
Nova Drift,27/03/2019,Chimeric,Action;Indie;Early Access,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,459,Positive,4928,89%,1,1,0
Dungeon Defenders,18/10/2011,Trendy Entertainment,Action;Indie;RPG;Strategy,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards,459,Positive,16,93%,1,0,0
Airport CEO,28/09/2017,Apoapsis Studios,Indie;Simulation;Strategy;Early Access,Single-player,569,Positive,7973,96%,1,1,0
FINAL FANTASY V,24/09/2015,Square Enix,RPG,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,850,Positive,22952,79%,1,0,0
EMERGENCY 20,31/10/2017,Sixteen Tons Entertainment,Simulation;Strategy,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Includes level editor,699,Positive,3734,83%,1,1,0
Dark Deception,26/09/2018,Glowstick Entertainment,Action;Adventure;Indie;RPG,Single-player;Steam Achievements;Captions available,Free to play,Positive,8595,97%,1,0,0
Mad Max,01/09/2015,Avalanche Studios;Feral Interactive (Mac);Feral Interactive (Linux),Action;Adventure,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,989,Positive,5407,88%,1,0,0
Chronicon,28/07/2015,Subworld,Action;Adventure;Indie;RPG;Early Access,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Stats,439,Positive,13387,84%,1,0,1
Subsistence,25/10/2016,ColdGames,Action;Early Access,Single-player;Co-op;Online Co-op,459,Positive,20860,84%,1,0,0
Post Scriptum,09/08/2018,Periscope Games,Action;Indie;Massively Multiplayer;Simulation;Strategy,Online Multi-Player;Partial Controller Support,"1,045",Positive,4285,90%,1,0,0
Poly Bridge,12/07/2016,Dry Cactus,Indie;Simulation,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,349,Positive,814,85%,1,1,1
SPORE� Creepy & Cute Parts Pack,19/12/2008,Maxis�,Simulation,Single-player,999,Positive,1137,86%,1,0,0
Craft The World,24/11/2014,Dekovir Entertainment,Indie;RPG;Simulation;Strategy,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,563,Positive,3260,93%,1,1,0
To the Moon,07/09/2012,Freebird Games,Adventure;Indie;RPG,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,369,Positive,1379,88%,1,1,1
DOOM 3,03/08/2007,id Software,Action,Single-player;Multi-player;Steam Cloud,449,Positive,14287,80%,1,0,0
100% Orange Juice,16/05/2014,Orange_Juice,Indie;Strategy,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Valve Anti-Cheat enabled;Stats;Steam Leaderboards,259,Positive,3065,75%,1,0,0
Stronghold Crusader HD,21/10/2013,FireFly Studios,Simulation;Strategy,Single-player;Multi-player;Steam Trading Cards;Steam Cloud;Includes level editor,499,Positive,6473,83%,1,0,0
Mighty Party,30/03/2017,Panoramik Inc,Action;Adventure;Free to Play;Massively Multiplayer;RPG;Strategy,Single-player;Multi-player;MMO;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases,Free to play,Mixed,9883,93%,1,0,0
NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,24/10/2013,CyberConnect2 Co. Ltd.,Action;Adventure,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,"1,970",Positive,30904,73%,1,0,0
SPORE� Galactic Adventures,26/06/2009,EA - Maxis,Action;Simulation,Single-player,999,Positive,2112,96%,1,0,0
Ryse: Son of Rome,10/10/2014,Crytek,Action,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,349,Positive,4125,85%,1,0,0
Tom Clancy�s Splinter Cell Blacklist,23/08/2013,Ubisoft Toronto,Action;Adventure,Single-player;Multi-player;Co-op,999,Positive,224,87%,1,0,0
STAR WARS� - Knights of the Old Republic�,05/09/2009,BioWare;Aspyr (Mac),Adventure;RPG,Single-player;Steam Cloud,349,Positive,3014,79%,1,1,0
Life is Strange 2,26/09/2018,DONTNOD Entertainment,Adventure,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Free to play,Positive,12795,93%,1,1,1
Road Redemption,04/10/2017,"EQ-Games , Pixel Dash Studios",Action;Adventure;Indie;Racing;Simulation,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Stats,529,Positive,818,93%,1,1,1
Half-Life: Opposing Force,01/11/1999,Gearbox Software,Action,Single-player;Multi-player;Valve Anti-Cheat enabled,199,Positive,480,81%,1,1,1
FINAL FANTASY IV,17/09/2014,Square Enix;DotEmu SAS.,RPG,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,850,Positive,20952,71%,1,0,0
Sniper Elite 3,27/06/2014,Rebellion,Action;Adventure,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,729,Positive,6841,73%,1,0,0
Farming Simulator 17,24/10/2016,Giants Software,Simulation,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,529,Positive,198,68%,1,1,0
Hyper Light Drifter,31/03/2016,Heart Machine,Action;Adventure;Indie;RPG,Single-player;Local Multi-Player;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards,565,Positive,172,85%,1,1,1
Turmoil,02/06/2016,Gamious,Indie;Simulation;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,349,Positive,5984,95%,1,1,1
DARK SOULS� II,25/04/2014,"FromSoftware, Inc",Action;RPG,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support,"2,627",Positive,153,68%,1,0,0
The Room Three,13/11/2018,Fireproof Games,Adventure;Indie,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,219,Positive,8981,89%,1,0,0
Transformice,30/01/2015,Atelier 801,Free to Play;Indie;Massively Multiplayer,Multi-player;MMO;Steam Achievements;Steam Trading Cards;Includes level editor,Free to play,Positive,1242,96%,1,1,1
Homeworld Remastered Collection,25/02/2015,Gearbox Software;Aspyr (Mac),Simulation;Strategy,Single-player;Multi-player;Steam Achievements;Steam Workshop;Steam Cloud,769,Positive,5614,73%,1,1,0
Saints Row: The Third,17/11/2011,Volition,Action,Single-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,369,Positive,2088,84%,1,0,1
State of Decay: YOSE,27/04/2015,Undead Labs,Action;RPG;Simulation,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,529,Positive,496,85%,1,0,0
The Secret of Monkey Island: Special Edition,15/07/2009,LucasArts,Adventure,Single-player;Full controller support;Steam Cloud,349,Positive,4968,85%,1,0,0
The Jackbox Party Pack,26/11/2014,"Jackbox Games, Inc.",Casual;Indie;Strategy,Single-player;Local Multi-Player;Local Co-op;Steam Achievements;Partial Controller Support;Steam Cloud,619,Positive,884,89%,1,1,1
Dead Frontier 2,05/09/2018,Creaky Corpse Ltd,Action;Free to Play;Indie;Massively Multiplayer;RPG;Early Access,Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;In-App Purchases,Free to play,Positive,4289,90%,1,0,0
SpeedRunners,19/04/2016,DoubleDutch Games,Action;Casual;Indie;Racing;Sports,Single-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Includes level editor,479,Positive,14094,95%,1,1,1
LEGO� DC Super-Villains,16/10/2018,TT Games,Action;Adventure,Single-player;Local Co-op;Steam Achievements;Full controller support,"1,149",Positive,4743,92%,1,0,0
NEKOPARA Vol. 1,29/12/2014,NEKO WORKs,Sexual Content;Nudity;Casual;Indie,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,380,Positive,784,93%,1,0,0
Naval Action,21/01/2016,Game-Labs,Action;Adventure;Indie;Massively Multiplayer;Simulation;Strategy;Early Access,Multi-player;Online Multi-Player;MMO;Online Co-op,Free to play,Mixed,9585,88%,1,0,0
LEGO� Marvel Super Heroes 2,14/11/2017,TT Games;Feral Interactive (Mac),Action,Single-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support,"2,750",Positive,10263,95%,1,0,0
Baldur's Gate II: Enhanced Edition,15/11/2013,Beamdog,RPG;Strategy,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud,529,Positive,5009,95%,1,1,1
Vampyr,04/06/2018,DONTNOD Entertainment,Action;RPG,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"1,599",Positive,975,90%,1,0,0
Half-Life: Blue Shift,01/06/2001,Gearbox Software,Action,Single-player,199,Positive,1451,88%,1,1,1
Terraforming Mars,17/10/2018,Luckyhammers,Strategy,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Steam Turn Notifications,529,Positive,23465,87%,1,1,0
BlazBlue Centralfiction,25/04/2017,Arc System Works,Action,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,849,Positive,2527,87%,1,0,0
Might & Magic� Heroes� VII,29/09/2015,Limbic Entertainment,RPG;Strategy,Single-player;Multi-player;Steam Achievements;Steam Trading Cards,"1,999",Mixed,20688,94%,1,0,0
CLANNAD,23/11/2015,VisualArts/Key,Adventure;Casual,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,"1,747",Positive,6246,87%,1,0,0
Rise of Nations: Extended Edition,12/06/2014,SkyBox Labs;Big Huge Games,Simulation;Strategy,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,565,Positive,8198,90%,1,0,0
We Happy Few,10/08/2018,Compulsion Games,Action;Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud,"2,999",Positive,11723,88%,1,0,0
Salt and Sanctuary,17/05/2016,Ska Studios,Violent;Gore;Action;Indie;RPG,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,559,Positive,1261,83%,1,1,1
